,Start Time,End Time,Distance (mi),Duration (min),Fuel Cost (USD),Average MPG,Fuel Volume (gal),Hard Accelerations,Hard Brakes,Duration Over 70 mph (secs),Duration Over 75 mph (secs),Duration Over 80 mph (secs),Tags
218,2015-04-23 10:36:00,2015-04-23 10:47:00,3.11,10.28,0.26,28.7,0.11,0,0,0,0,0,Other
219,2015-04-22 20:33:00,2015-04-22 20:57:00,15.75,23.64,0.97,39.75,0.4,0,0,0,0,0,Other
220,2015-04-22 09:24:00,2015-04-22 09:49:00,15.51,24.88,0.97,38.1,0.42,0,0,21,0,0,commute
221,2015-04-21 21:55:00,2015-04-21 22:19:00,15.62,24.11,0.95,38.34,0.4,0,0,4,0,0,commute
222,2015-04-21 10:52:00,2015-04-21 11:16:00,15.58,23.74,0.94,38.81,0.4,0,0,24,0,0,commute
223,2015-04-21 10:52:00,2015-04-21 11:16:00,15.58,23.74,0.94,38.81,0.4,0,0,24,0,0,commute
224,2015-04-20 22:15:00,2015-04-20 22:21:00,1.12,5.56,0.1,25.64,0.05,0,0,0,0,0,Other
225,2015-04-20 22:15:00,2015-04-20 22:21:00,1.12,5.56,0.1,25.64,0.05,0,0,0,0,0,Other
226,2015-04-20 21:55:00,2015-04-20 22:15:00,14.59,20.16,0.87,39.99,0.37,0,0,10,0,0,Other
227,2015-04-20 21:55:00,2015-04-20 22:15:00,14.59,20.16,0.87,39.99,0.37,0,0,10,0,0,Other
228,2015-04-20 10:51:00,2015-04-20 11:14:00,15.52,22.45,0.95,38.1,0.4,0,0,54,0,0,commute
229,2015-04-20 10:51:00,2015-04-20 11:14:00,15.52,22.45,0.95,38.1,0.4,0,0,54,0,0,commute
230,2015-04-19 21:53:00,2015-04-19 22:15:00,15.64,22.08,0.91,39.75,0.4,0,0,31,0,0,commute
231,2015-04-19 10:53:00,2015-04-19 11:15:00,15.5,21.97,0.93,38.58,0.4,0,0,40,0,0,commute
232,2015-04-17 18:08:00,2015-04-17 18:23:00,4.02,14.89,0.33,27.76,0.13,0,0,0,0,0,Other
233,2015-04-17 16:05:00,2015-04-17 16:18:00,4.39,13.25,0.32,31.28,0.13,0,0,0,0,0,Other
234,2015-04-17 15:42:00,2015-04-17 16:03:00,11.14,21.22,0.7,36.93,0.29,1,0,3,0,0,Other
235,2015-04-17 09:00:00,2015-04-17 09:25:00,11.7,25.79,0.81,33.4,0.34,0,0,14,1,0,Other
236,2015-04-16 19:23:00,2015-04-16 19:44:00,11.32,21.34,0.67,38.81,0.29,0,0,0,0,0,Other
237,2015-04-16 08:14:00,2015-04-16 08:25:00,2.57,11.41,0.22,26.81,0.11,0,0,0,0,0,Other
238,2015-04-16 07:46:00,2015-04-16 08:09:00,10.93,22.97,0.72,35.52,0.32,0,0,10,0,0,Other
239,2015-04-16 01:09:00,2015-04-16 01:27:00,11.33,17.39,0.6,42.81,0.26,0,0,0,0,0,Other
240,2015-04-15 23:26:00,2015-04-15 23:41:00,4.6,14.75,0.37,28.7,0.16,0,0,0,0,0,Other
241,2015-04-15 22:12:00,2015-04-15 22:25:00,7.69,12.82,0.45,38.81,0.18,0,0,10,0,0,Other
242,2015-04-15 21:10:00,2015-04-15 21:13:00,0.99,3.13,0.08,30.11,0.03,0,0,0,0,0,Other
243,2015-04-15 21:00:00,2015-04-15 21:04:00,2.26,4.82,0.14,34.81,0.05,0,0,0,0,0,Other
244,2015-04-15 20:27:00,2015-04-15 20:46:00,12.77,18.14,0.77,38.34,0.34,0,0,0,0,0,Other
245,2015-04-15 09:32:00,2015-04-15 09:55:00,15.5,23.21,0.89,39.99,0.4,1,0,9,0,0,commute
246,2015-04-14 21:57:00,2015-04-14 22:19:00,15.59,22.32,0.87,40.93,0.37,0,0,0,0,0,commute
247,2015-04-14 11:03:00,2015-04-14 11:18:00,10.45,14.68,0.62,39.28,0.26,0,0,0,0,0,Other
248,2015-04-14 10:52:00,2015-04-14 11:02:00,5.03,9.67,0.34,33.87,0.16,0,0,0,0,0,Other
249,2015-04-13 22:15:00,2015-04-13 22:38:00,15.63,23.15,0.88,40.69,0.37,0,0,0,0,0,commute
250,2015-04-13 10:43:00,2015-04-13 11:20:00,21.7,37.12,1.35,37.4,0.58,1,0,0,0,0,Other
251,2015-04-13 10:11:00,2015-04-13 10:28:00,6.37,17.68,0.43,33.4,0.18,0,0,0,0,0,Other
252,2015-04-12 21:57:00,2015-04-12 22:21:00,15.62,23.48,0.86,41.87,0.37,0,0,0,0,0,commute
253,2015-04-12 11:15:00,2015-04-12 11:16:00,0.3,0.8,0.02,43.04,0.0,0,0,0,0,0,Other
254,2015-04-12 10:47:00,2015-04-12 11:15:00,15.79,28.12,0.97,37.63,0.42,1,0,0,0,0,commute
255,2015-04-01 20:12:00,2015-04-01 20:32:00,15.61,19.81,0.99,37.63,0.42,3,0,240,42,0,commute
256,2015-04-01 09:29:00,2015-04-01 09:54:00,15.49,25.03,0.98,37.63,0.42,1,0,10,0,0,commute
257,2015-03-31 21:55:00,2015-03-31 22:19:00,15.6,23.66,0.93,39.99,0.4,0,0,0,0,0,commute
258,2015-03-31 10:56:00,2015-03-31 11:21:00,15.5,24.88,0.94,39.28,0.4,0,0,0,0,0,commute
259,2015-03-30 22:00:00,2015-03-30 22:25:00,15.61,24.58,0.94,39.99,0.4,0,0,0,0,0,commute
260,2015-03-30 10:59:00,2015-03-30 11:22:00,15.47,22.69,0.94,39.52,0.4,0,0,0,0,0,commute
261,2015-03-29 22:08:00,2015-03-29 22:30:00,15.62,21.6,0.91,40.93,0.37,0,0,0,0,0,commute
262,2015-03-29 10:54:00,2015-03-29 11:19:00,15.5,24.74,0.96,38.58,0.4,1,0,0,0,0,commute
263,2015-03-28 17:01:00,2015-03-28 17:14:00,4.16,13.22,0.3,31.52,0.13,0,0,0,0,0,Other
264,2015-03-28 15:46:00,2015-03-28 15:49:00,0.38,2.6,0.04,20.93,0.03,0,0,0,0,0,Other
265,2015-03-28 15:20:00,2015-03-28 15:32:00,4.5,12.09,0.36,28.93,0.16,0,0,0,0,0,Other
266,2015-03-28 11:41:00,2015-03-28 11:51:00,1.69,10.01,0.16,25.4,0.08,0,0,0,0,0,Other
267,2015-03-28 11:31:00,2015-03-28 11:38:00,1.82,6.53,0.13,32.93,0.05,1,0,0,0,0,Other
268,2015-03-28 11:15:00,2015-03-28 11:27:00,2.21,11.43,0.23,22.35,0.11,0,0,0,0,0,Other
269,2015-03-28 00:00:00,2015-03-28 00:23:00,17.34,22.94,0.96,42.34,0.42,0,0,35,0,0,Other
270,2015-03-27 21:57:00,2015-03-27 22:10:00,4.52,12.87,0.33,32.69,0.13,0,0,0,0,0,Other
271,2015-03-27 18:31:00,2015-03-27 18:49:00,10.81,17.38,0.66,38.1,0.29,0,1,49,0,0,Other
272,2015-03-27 18:27:00,2015-03-27 18:29:00,0.05,1.11,0.01,8.94,0.0,0,0,0,0,0,Other
273,2015-03-27 16:51:00,2015-03-27 17:14:00,5.96,23.08,0.56,25.17,0.24,0,1,0,0,0,Other
274,2015-03-27 14:11:00,2015-03-27 14:30:00,12.58,18.55,0.7,42.34,0.29,0,0,64,0,0,Other
275,2015-03-27 13:27:00,2015-03-27 13:39:00,3.79,11.32,0.33,27.05,0.13,0,0,0,0,0,Other
276,2015-03-26 15:18:00,2015-03-26 15:26:00,1.83,8.16,0.18,22.82,0.08,0,0,0,0,0,Other
277,2015-03-26 13:55:00,2015-03-26 13:58:00,0.28,2.78,0.05,14.35,0.03,0,0,0,0,0,Other
278,2015-03-26 13:18:00,2015-03-26 13:25:00,2.68,7.15,0.21,30.34,0.08,0,0,0,0,0,Other
279,2015-03-26 10:55:00,2015-03-26 11:01:00,2.13,5.92,0.16,32.93,0.05,0,0,0,0,0,Other
280,2015-03-26 10:39:00,2015-03-26 10:43:00,1.09,4.45,0.11,22.58,0.05,0,0,0,0,0,Other
281,2015-03-25 20:29:00,2015-03-25 20:52:00,15.62,23.18,0.92,40.93,0.37,0,0,0,0,0,commute
282,2015-03-25 09:22:00,2015-03-25 09:47:00,15.51,25.51,1.03,36.46,0.42,0,0,0,0,0,commute
283,2015-03-24 22:02:00,2015-03-24 22:24:00,15.62,22.39,0.91,41.4,0.37,0,1,0,0,0,commute
284,2015-03-24 10:55:00,2015-03-24 11:18:00,15.48,23.84,0.99,37.87,0.42,0,0,0,0,0,commute
285,2015-03-23 21:56:00,2015-03-23 22:17:00,15.77,21.59,0.9,41.63,0.37,0,0,2,0,0,Other
286,2015-03-23 10:54:00,2015-03-23 11:19:00,15.64,25.24,0.97,39.05,0.4,0,0,4,0,0,commute
287,2015-03-22 22:08:00,2015-03-22 22:31:00,15.63,22.48,0.94,40.46,0.4,0,0,0,0,0,commute
288,2015-03-22 10:56:00,2015-03-22 11:20:00,15.5,23.77,1.04,35.99,0.42,0,1,95,0,0,commute
289,2015-03-20 10:13:00,2015-03-20 10:14:00,0.01,0.84,0.0,28.93,0.0,0,0,0,0,0,Other
290,2015-03-19 14:59:00,2015-03-19 15:05:00,2.17,6.86,0.17,31.52,0.08,0,0,0,0,0,Other
291,2015-03-19 14:31:00,2015-03-19 14:41:00,3.04,10.39,0.27,27.05,0.11,0,0,0,0,0,Other
292,2015-03-19 11:33:00,2015-03-19 11:41:00,2.52,7.32,0.19,32.46,0.08,0,0,0,0,0,Other
293,2015-03-19 11:10:00,2015-03-19 11:13:00,0.53,2.89,0.06,22.82,0.03,0,0,0,0,0,Other
294,2015-03-19 10:31:00,2015-03-19 10:40:00,3.01,8.56,0.27,27.52,0.11,0,0,0,0,0,Other
295,2015-03-18 20:28:00,2015-03-18 20:52:00,15.63,24.37,1.0,38.58,0.4,0,0,0,0,0,commute
296,2015-03-18 09:28:00,2015-03-18 09:51:00,15.5,23.57,1.05,36.22,0.42,0,0,2,0,0,commute
297,2015-03-17 21:59:00,2015-03-17 22:21:00,15.61,22.5,0.95,40.46,0.4,0,0,0,0,0,commute
298,2015-03-17 10:56:00,2015-03-17 11:21:00,15.6,25.24,1.07,35.99,0.42,0,0,7,0,0,commute
299,2015-03-16 22:00:00,2015-03-16 22:23:00,15.56,23.09,1.0,38.34,0.4,1,0,3,0,0,commute
300,2015-03-16 10:57:00,2015-03-16 11:22:00,15.82,24.52,1.1,35.52,0.45,0,0,0,0,0,commute
301,2015-03-15 22:01:00,2015-03-15 22:22:00,15.6,20.94,0.96,40.22,0.4,0,1,0,0,0,commute
302,2015-03-15 11:04:00,2015-03-15 11:22:00,10.2,17.87,0.72,35.05,0.29,0,0,0,0,0,Other
303,2015-03-15 10:59:00,2015-03-15 11:02:00,0.26,2.88,0.04,15.52,0.03,0,0,0,0,0,Other
304,2015-03-15 10:07:00,2015-03-15 10:20:00,6.33,12.95,0.47,33.64,0.18,2,0,0,0,0,Other
305,2015-03-14 15:20:00,2015-03-14 15:36:00,6.9,15.36,0.48,35.28,0.18,3,0,0,0,0,Other
306,2015-03-14 14:03:00,2015-03-14 14:17:00,6.92,14.75,0.48,34.81,0.21,0,0,0,0,0,Other
307,2015-03-13 20:36:00,2015-03-13 20:55:00,12.07,19.41,0.73,40.93,0.29,0,0,0,0,0,Other
308,2015-03-13 18:28:00,2015-03-13 18:33:00,1.88,5.18,0.13,35.52,0.05,0,0,0,0,0,Other
309,2015-03-13 15:18:00,2015-03-13 15:38:00,9.78,19.52,0.65,37.16,0.26,0,0,0,0,0,Other
310,2015-03-13 14:18:00,2015-03-13 14:24:00,2.16,6.57,0.16,34.11,0.05,0,0,0,0,0,Other
311,2015-03-13 13:18:00,2015-03-13 13:34:00,6.13,15.97,0.42,35.75,0.18,0,0,0,0,0,Other
312,2015-03-13 11:41:00,2015-03-13 11:56:00,6.29,14.64,0.47,32.69,0.18,0,0,0,0,0,Other
313,2015-03-12 18:06:00,2015-03-12 18:16:00,3.19,9.73,0.26,29.64,0.11,0,0,0,0,0,Other
314,2015-03-12 13:19:00,2015-03-12 13:27:00,3.26,8.21,0.24,34.11,0.11,0,0,0,0,0,Other
315,2015-03-12 11:39:00,2015-03-12 11:51:00,3.47,11.59,0.28,31.05,0.11,0,2,0,0,0,Other
316,2015-03-12 10:43:00,2015-03-12 10:46:00,0.51,3.07,0.06,21.64,0.03,0,0,0,0,0,Other
317,2015-03-12 10:25:00,2015-03-12 10:33:00,2.69,8.04,0.23,28.93,0.11,0,0,0,0,0,Other
318,2015-03-11 20:29:00,2015-03-11 20:53:00,15.63,23.76,0.95,40.69,0.4,1,0,0,0,0,commute
319,2015-03-11 09:27:00,2015-03-11 09:52:00,15.5,24.23,1.07,35.99,0.42,0,0,0,0,0,commute
320,2015-03-10 21:59:00,2015-03-10 22:21:00,15.63,21.28,1.0,38.58,0.4,0,0,0,0,0,commute
321,2015-03-10 11:03:00,2015-03-10 11:21:00,12.43,17.92,0.72,42.57,0.29,0,0,0,0,0,Other
322,2015-03-10 10:51:00,2015-03-10 11:00:00,3.96,8.93,0.33,29.64,0.13,1,0,0,0,0,Other
323,2015-03-09 22:03:00,2015-03-09 22:27:00,15.6,23.4,1.0,38.58,0.4,1,0,0,0,0,commute
324,2015-03-09 10:57:00,2015-03-09 11:20:00,15.47,23.22,1.0,38.1,0.4,0,0,0,0,0,commute
325,2015-03-08 22:00:00,2015-03-08 22:24:00,15.62,23.87,1.01,38.34,0.4,1,0,0,0,0,commute
326,2015-03-08 11:12:00,2015-03-08 11:29:00,10.19,17.44,0.63,39.75,0.26,0,0,0,0,0,Other
327,2015-03-08 10:55:00,2015-03-08 11:09:00,6.49,14.7,0.5,31.99,0.21,1,0,0,0,0,Other
328,2015-03-07 01:09:00,2015-03-07 01:36:00,16.6,26.15,1.07,38.34,0.42,2,0,0,0,0,Other
329,2015-03-06 21:02:00,2015-03-06 21:21:00,13.56,18.99,0.74,44.93,0.29,0,0,23,0,0,Other
330,2015-03-06 20:44:00,2015-03-06 20:54:00,3.1,9.79,0.26,29.64,0.11,0,0,0,0,0,Other
331,2015-03-06 17:58:00,2015-03-06 18:08:00,3.0,9.69,0.25,29.87,0.11,1,0,0,0,0,Other
332,2015-03-06 14:28:00,2015-03-06 14:36:00,3.01,7.83,0.22,33.17,0.08,0,0,0,0,0,Other
333,2015-03-06 14:20:00,2015-03-06 14:26:00,2.24,6.15,0.18,31.28,0.08,0,0,0,0,0,Other
334,2015-03-06 13:50:00,2015-03-06 13:56:00,1.69,6.16,0.17,24.7,0.08,0,0,0,0,0,Other
335,2015-03-06 13:34:00,2015-03-06 13:40:00,0.87,6.25,0.09,23.76,0.03,0,0,0,0,0,Other
336,2015-03-04 20:40:00,2015-03-04 21:03:00,15.6,23.05,0.96,39.28,0.4,0,0,0,0,0,commute
337,2015-03-04 09:29:00,2015-03-04 09:53:00,15.5,24.0,1.03,36.22,0.42,2,0,7,0,0,commute
338,2015-03-03 22:06:00,2015-03-03 22:29:00,15.63,23.41,1.01,37.16,0.42,1,0,0,0,0,commute
339,2015-03-03 18:32:00,2015-03-03 18:32:00,0.02,0.49,0.01,5.41,0.0,0,0,0,0,0,Other
340,2015-03-03 10:56:00,2015-03-03 11:22:00,15.57,26.08,1.04,36.22,0.42,1,0,0,0,0,commute
341,2015-03-02 22:00:00,2015-03-02 22:24:00,15.61,23.94,1.03,36.46,0.42,0,0,0,0,0,commute
342,2015-03-02 10:57:00,2015-03-02 11:21:00,15.51,23.82,0.98,37.87,0.4,1,0,0,0,0,commute
343,2015-03-01 22:02:00,2015-03-01 22:25:00,15.63,23.12,1.0,37.63,0.42,0,0,0,0,0,commute
344,2015-03-01 10:57:00,2015-03-01 11:20:00,15.5,23.31,0.98,37.87,0.4,0,0,0,0,0,commute
345,2015-02-28 22:26:00,2015-02-28 22:46:00,12.59,20.51,0.78,38.1,0.34,0,0,25,0,0,Other
346,2015-02-28 10:48:00,2015-02-28 11:08:00,10.79,19.81,0.62,40.93,0.26,0,0,0,0,0,Other
347,2015-02-28 10:29:00,2015-02-28 10:38:00,1.79,8.88,0.17,24.23,0.08,0,0,0,0,0,Other
348,2015-02-27 16:15:00,2015-02-27 16:22:00,3.21,6.93,0.21,34.81,0.11,1,0,0,0,0,Other
349,2015-02-27 14:19:00,2015-02-27 14:26:00,2.4,7.39,0.17,32.93,0.08,0,0,0,0,0,Other
350,2015-02-27 13:42:00,2015-02-27 13:50:00,2.15,7.43,0.2,25.87,0.08,0,0,0,0,0,Other
351,2015-02-27 09:40:00,2015-02-27 09:49:00,2.18,8.31,0.23,23.29,0.11,0,0,0,0,0,Other
352,2015-02-26 16:49:00,2015-02-26 17:03:00,5.87,13.84,0.34,39.75,0.16,0,0,0,0,0,Other
353,2015-02-26 15:54:00,2015-02-26 16:04:00,3.85,10.41,0.28,29.87,0.13,0,0,0,0,0,Other
354,2015-02-26 13:42:00,2015-02-26 13:49:00,3.0,7.07,0.23,30.11,0.11,0,0,0,0,0,Other
355,2015-02-25 21:13:00,2015-02-25 21:20:00,3.15,7.38,0.2,35.28,0.08,0,1,0,0,0,Other
356,2015-02-25 20:51:00,2015-02-25 21:09:00,12.77,18.28,0.69,41.87,0.32,0,0,0,0,0,Other
357,2015-02-25 20:38:00,2015-02-25 20:45:00,3.78,7.15,0.28,30.58,0.13,0,0,0,0,0,Other
358,2015-02-25 09:21:00,2015-02-25 09:46:00,15.6,24.78,0.99,35.75,0.45,0,0,24,0,0,commute
359,2015-02-24 21:58:00,2015-02-24 22:22:00,15.6,24.54,0.93,37.4,0.42,0,0,0,0,0,commute
360,2015-02-24 10:58:00,2015-02-24 11:22:00,15.5,23.96,0.95,36.22,0.42,0,0,1,0,0,commute
361,2015-02-23 22:02:00,2015-02-23 22:25:00,15.61,23.33,0.89,39.28,0.4,0,0,0,0,0,commute
362,2015-02-23 10:58:00,2015-02-23 11:22:00,15.49,24.2,0.91,37.87,0.42,0,0,0,0,0,commute
363,2015-02-22 22:24:00,2015-02-22 22:30:00,3.12,5.91,0.17,39.99,0.08,0,0,0,0,0,Other
364,2015-02-22 22:01:00,2015-02-22 22:21:00,12.59,19.89,0.75,37.16,0.34,0,0,0,0,0,Other
365,2015-02-22 11:01:00,2015-02-22 11:23:00,15.52,21.87,0.91,37.63,0.42,0,0,91,42,0,commute
366,2015-02-21 01:42:00,2015-02-21 02:06:00,17.36,23.74,0.97,39.28,0.45,1,0,0,0,0,Other
367,2015-02-20 19:30:00,2015-02-20 19:56:00,16.97,26.3,0.89,42.34,0.4,0,0,0,0,0,Other
368,2015-02-20 18:28:00,2015-02-20 18:38:00,3.48,10.03,0.26,29.17,0.13,0,0,0,0,0,Other
369,2015-02-20 14:08:00,2015-02-20 14:15:00,3.01,7.44,0.21,29.87,0.11,0,0,0,0,0,Other
370,2015-02-19 20:55:00,2015-02-19 21:10:00,9.08,15.19,0.46,42.34,0.21,0,0,0,0,0,Other
371,2015-02-19 18:36:00,2015-02-19 19:02:00,7.44,26.74,0.57,28.23,0.26,0,0,0,0,0,Other
372,2015-02-19 16:46:00,2015-02-19 17:30:00,22.24,43.91,1.19,40.46,0.55,2,3,0,0,0,Other
373,2015-02-19 16:31:00,2015-02-19 16:38:00,2.23,7.6,0.19,24.46,0.08,0,0,0,0,0,Other
374,2015-02-18 20:27:00,2015-02-18 20:50:00,15.59,23.3,0.87,38.1,0.42,1,0,0,0,0,commute
375,2015-02-18 09:25:00,2015-02-18 09:49:00,15.49,23.9,0.9,36.69,0.42,0,0,0,0,0,commute
376,2015-02-17 21:55:00,2015-02-17 22:18:00,15.63,22.61,0.87,38.1,0.42,1,0,0,0,0,commute
377,2015-02-17 11:02:00,2015-02-17 11:26:00,15.5,23.97,0.92,35.75,0.42,0,0,6,0,0,commute
378,2015-02-16 21:59:00,2015-02-16 22:22:00,15.62,22.89,0.87,37.87,0.42,0,0,1,0,0,commute
379,2015-02-16 10:58:00,2015-02-16 11:21:00,15.5,23.13,0.88,37.16,0.42,0,0,0,0,0,commute
380,2015-02-15 22:02:00,2015-02-15 22:25:00,15.59,23.14,0.86,38.1,0.42,0,0,0,0,0,commute
381,2015-02-15 10:58:00,2015-02-15 11:23:00,15.49,25.1,0.89,36.69,0.42,0,0,1,0,0,commute
382,2015-02-14 17:45:00,2015-02-14 18:08:00,13.63,22.56,0.68,42.1,0.32,0,0,235,40,0,Other
383,2015-02-14 16:32:00,2015-02-14 16:44:00,4.37,12.28,0.28,33.17,0.13,1,0,0,0,0,Other
384,2015-02-14 14:12:00,2015-02-14 14:32:00,11.75,20.62,0.61,40.46,0.29,0,0,0,0,0,Other
385,2015-02-13 21:19:00,2015-02-13 21:51:00,18.51,31.58,1.04,37.16,0.5,0,0,159,0,0,Other
386,2015-02-13 16:47:00,2015-02-13 17:08:00,6.3,21.27,0.44,29.87,0.21,1,0,0,0,0,Other
387,2015-02-13 14:52:00,2015-02-13 15:18:00,11.94,25.12,0.76,32.69,0.37,0,3,218,45,0,Other
388,2015-02-12 16:27:00,2015-02-12 16:42:00,6.48,14.44,0.35,37.4,0.18,1,0,0,0,0,Other
389,2015-02-12 16:22:00,2015-02-12 16:25:00,0.23,2.5,0.03,15.76,0.03,0,0,0,0,0,Other
390,2015-02-12 15:56:00,2015-02-12 16:05:00,4.11,8.77,0.26,32.22,0.13,1,0,0,0,0,Other
391,2015-02-12 14:16:00,2015-02-12 14:24:00,3.01,7.89,0.21,28.46,0.11,0,0,0,0,0,Other
392,2015-02-11 20:48:00,2015-02-11 21:10:00,15.58,22.85,0.81,38.81,0.4,0,0,0,0,0,commute
393,2015-02-11 09:21:00,2015-02-11 09:47:00,15.58,26.1,0.88,35.75,0.45,0,0,0,0,0,commute
394,2015-02-10 21:59:00,2015-02-10 22:20:00,15.61,21.28,0.79,38.81,0.4,0,0,0,0,0,commute
395,2015-02-10 10:51:00,2015-02-10 11:16:00,15.48,24.61,0.85,35.99,0.42,0,0,116,0,0,commute
396,2015-02-09 22:08:00,2015-02-09 22:28:00,15.63,20.68,0.79,39.05,0.4,0,0,0,0,0,commute
397,2015-02-09 10:59:00,2015-02-09 11:24:00,15.46,25.5,0.83,36.46,0.42,0,0,0,0,0,commute
398,2015-02-08 22:07:00,2015-02-08 22:28:00,15.63,21.71,0.78,39.28,0.4,0,0,0,0,0,commute
399,2015-02-08 10:58:00,2015-02-08 11:21:00,15.49,23.17,0.82,37.16,0.42,0,0,33,0,0,commute
400,2015-02-07 14:57:00,2015-02-07 15:28:00,6.77,31.48,0.49,27.05,0.24,0,1,0,0,0,Other
401,2015-02-07 10:40:00,2015-02-07 11:11:00,10.26,31.16,0.58,34.58,0.29,0,0,0,0,0,Other
402,2015-02-07 10:21:00,2015-02-07 10:37:00,5.2,16.04,0.32,31.05,0.16,0,0,0,0,0,Other
403,2015-02-07 08:51:00,2015-02-07 09:12:00,9.59,21.39,0.54,33.87,0.29,0,0,0,0,0,Other
404,2015-02-07 08:38:00,2015-02-07 08:49:00,2.86,11.62,0.23,27.99,0.11,0,0,0,0,0,Other
405,2015-02-06 15:39:00,2015-02-06 15:46:00,2.88,7.18,0.2,27.28,0.11,1,0,0,0,0,Other
406,2015-02-06 15:17:00,2015-02-06 15:22:00,1.28,5.09,0.09,25.87,0.05,0,0,0,0,0,Other
407,2015-02-06 15:04:00,2015-02-06 15:11:00,1.27,6.58,0.14,17.88,0.08,0,0,0,0,0,Other
408,2015-02-05 16:24:00,2015-02-05 16:42:00,6.99,18.5,0.4,32.69,0.21,0,0,0,0,0,Other
409,2015-02-05 16:20:00,2015-02-05 16:22:00,0.18,1.97,0.02,19.05,0.0,0,0,0,0,0,Other
410,2015-02-05 16:00:00,2015-02-05 16:07:00,1.08,6.61,0.08,24.93,0.05,0,0,0,0,0,Other
411,2015-02-05 14:40:00,2015-02-05 14:50:00,3.28,9.53,0.21,28.93,0.11,0,0,0,0,0,Other
412,2015-02-05 14:26:00,2015-02-05 14:35:00,3.09,8.9,0.17,33.87,0.08,0,0,0,0,0,Other
413,2015-02-05 11:18:00,2015-02-05 11:44:00,18.88,26.43,0.86,42.34,0.45,0,0,393,0,0,Other
414,2015-02-05 10:31:00,2015-02-05 10:58:00,19.19,27.27,0.91,40.69,0.48,0,0,305,129,0,Other
415,2015-02-04 20:35:00,2015-02-04 20:58:00,15.62,23.2,0.76,38.58,0.4,0,0,3,0,0,commute
416,2015-02-04 09:29:00,2015-02-04 09:55:00,15.59,25.26,0.89,33.17,0.48,1,0,105,1,0,commute
417,2015-02-03 21:58:00,2015-02-03 22:20:00,15.6,22.09,0.78,37.4,0.42,0,0,0,0,0,commute
418,2015-02-03 11:03:00,2015-02-03 11:29:00,15.51,25.56,0.84,34.11,0.45,1,0,76,0,0,commute
419,2015-02-02 21:53:00,2015-02-02 22:17:00,15.59,23.15,0.79,36.46,0.42,0,0,0,0,0,commute
420,2015-02-02 10:55:00,2015-02-02 11:19:00,15.5,23.65,0.78,36.69,0.42,0,0,0,0,0,commute
421,2015-02-01 22:06:00,2015-02-01 22:30:00,15.62,23.94,0.82,35.05,0.45,0,0,0,0,0,commute
422,2015-02-01 11:28:00,2015-02-01 11:29:00,0.03,0.25,0.0,20.23,0.0,0,0,0,0,0,Other
423,2015-02-01 11:05:00,2015-02-01 11:28:00,15.5,22.96,0.86,33.64,0.48,0,0,111,0,0,commute
424,2015-01-28 20:39:00,2015-01-28 21:02:00,15.62,23.69,0.73,39.05,0.4,0,0,0,0,0,commute
425,2015-01-28 09:29:00,2015-01-28 09:53:00,15.67,23.74,0.79,35.75,0.45,1,0,9,0,0,commute
426,2015-01-27 22:27:00,2015-01-27 22:34:00,3.11,6.78,0.17,33.64,0.11,0,0,0,0,0,Other
427,2015-01-27 22:07:00,2015-01-27 22:24:00,12.57,17.01,0.61,37.4,0.34,0,0,0,0,0,Other
428,2015-01-27 11:00:00,2015-01-27 11:24:00,15.59,24.21,0.81,35.05,0.45,0,0,0,0,0,commute
429,2015-01-26 22:15:00,2015-01-26 22:38:00,15.61,22.55,0.75,37.63,0.42,0,0,0,0,0,commute
430,2015-01-26 11:00:00,2015-01-26 11:23:00,15.5,23.31,0.78,35.99,0.42,1,0,35,0,0,commute
431,2015-01-25 22:01:00,2015-01-25 22:24:00,15.69,23.12,0.75,37.63,0.42,0,0,0,0,0,commute
432,2015-01-25 11:01:00,2015-01-25 11:24:00,15.56,23.48,0.79,35.52,0.45,0,0,7,0,0,commute
433,2015-01-23 21:56:00,2015-01-23 22:09:00,6.04,12.3,0.33,33.17,0.18,1,0,0,0,0,Other
434,2015-01-23 19:02:00,2015-01-23 19:14:00,6.05,11.79,0.3,36.69,0.16,0,0,40,1,0,Other
435,2015-01-23 17:33:00,2015-01-23 17:49:00,5.31,16.6,0.32,30.11,0.18,1,0,0,0,0,Other
436,2015-01-23 14:42:00,2015-01-23 14:42:00,0.01,0.21,0.0,11.53,0.0,0,0,0,0,0,Other
437,2015-01-23 14:41:00,2015-01-23 14:41:00,0.13,0.93,0.01,17.64,0.0,0,0,0,0,0,Other
438,2015-01-23 14:17:00,2015-01-23 14:18:00,0.33,1.53,0.03,21.64,0.03,0,0,0,0,0,Other
439,2015-01-23 13:43:00,2015-01-23 13:46:00,1.33,3.59,0.09,27.76,0.05,0,0,0,0,0,Other
440,2015-01-23 13:27:00,2015-01-23 13:36:00,3.23,9.44,0.22,26.81,0.13,0,0,0,0,0,Other
441,2015-01-22 12:29:00,2015-01-22 12:42:00,4.83,13.06,0.25,35.28,0.13,1,0,0,0,0,Other
442,2015-01-22 11:14:00,2015-01-22 11:23:00,3.17,8.69,0.17,33.4,0.11,0,0,0,0,0,Other
443,2015-01-22 10:59:00,2015-01-22 11:08:00,3.82,9.59,0.24,28.46,0.13,0,0,0,0,0,Other
444,2015-01-21 20:43:00,2015-01-21 21:07:00,15.63,23.88,0.74,38.58,0.4,0,0,0,0,0,commute
