"Vehicle","Start Location Name","Start Time","End Location Name","End Time","Distance (mi)","Duration (min)","Fuel Cost (USD)","Average MPG","Fuel Volume (gal)","Hard Accelerations","Hard Brakes","Duration Over 70 mph (secs)","Duration Over 75 mph (secs)","Duration Over 80 mph (secs)","Start Location Lat","Start Location Lon","Start Location Accuracy (meters)","End Location Lat","End Location Lon","End Location Accuracy (meters)","Path","Tags"
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-02-09 10:08 PM","323 South Ironwood Street, Gilbert, AZ 85296, USA","2015-02-09 10:28 PM","15.63","20.68","0.79","39.05","0.40","0","0","0","0","0","33.29675","-111.59417","5","33.34408","-111.78147","5","sgfjE``chTnE?JHNTHr@vO?xDABgF?_M?~LMfm@Opi@@ZQpt@[taBAzFmg@X}j@\}OH}]TuIAsFAmJFQl@gApIo@jE_@`Be@lA_DxFeCrEuDnF{B`CyBnByDrC{G~DeBfBsCpBaFpCoFhCgC`AaCv@kAb@aA`@_An@gAfAu@jAq@vA_@pAW~AO~AAdBDnBNtA\zApBzFhB`F~B~Gt@xCr@hD|@dFrAlJdArJn@xDHrD@fC?raA?nz@?v~@?r`A?pLDtJ\bTE\@fFAtHM|LCfFOAmLLg@D{IF_HHiB?IG_GIJzF?`B?tO@~T?bCIXEV?bBHxh@B|L@rLBxeABjECnHB~GBrM@zLBvWHth@BpWH|h@BvOJ|DFfBBfP?RQ?_FCkCA_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@?mAAgFBk@LaA~@gD",""
"2003 Honda Civic","323 South Ironwood Street, Gilbert, AZ 85296, USA","2015-02-09 10:59 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-02-09 11:24 AM","15.46","25.50","0.83","36.46","0.42","0","0","0","0","0","33.34408","-111.78147","5","33.29675","-111.59417","5","epojEzjgiTbChAa@pA[vAGv@?bA@fE?rCInCCz@?vAJzCRpBRrADbAA|CrHFpFDjEBHLHBlD@`DFx@FjBHfKFCoQQiGCqHAaPKof@AoZK}q@AyLAuSEoUG_tAEqS@gICuDCwQCaEGk@?cC?eDAyO?uO?aBKiFhBBlCBD?JGhB?~GIzIGFBdHHjBE`C@dB@z@D@a@EkAQmCu@oK]kGWcJE_@GO]yQEaFAeMAgY@gu@?edA?eh@?icACsEOwFQoDLiNa@_Iy@uHaAwGeB_Mi@aEKcBAk@@mAJ{BNqBVyAf@uB~@}BbAkBhAyAfCwB~CyBjEkClMiIpDmClBaB~A_BvA}AzIgLvLsOl@}@l@mAn@iBf@{BLsBjDBpDExBOpQIpYS`b@W~q@c@vCCCW@{FZuaBPqt@A[Jw[ByLLgm@?yH?xHCfFyD@wO?Is@OUKIoE?",""
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-02-08 10:07 PM","323 South Ironwood Street, Gilbert, AZ 85296, USA","2015-02-08 10:28 PM","15.63","21.71","0.78","39.28","0.40","0","0","0","0","0","33.29675","-111.59417","5","33.34408","-111.78147","5","sgfjE``chTnE?JHNTHr@vO?xDABgFCaLKWSOe@EyGEoQFrLErK@~@BRHNPFb@Khn@G`ZIzY@ZQhv@[zdBA|AaVLmUNqUL_[Rwf@XwMEmJFQl@eBtMa@`Ca@pAm@jAkGdLuDnF{B`CcCvBoDjCmC~AmC~AkAlA_Av@mBrAqBjAqE~BmCnAgC`AgCz@aBl@eAf@y@p@m@p@u@jAq@vA_@pAW~AO~AAdBDnBNtANl@~@~ChDjJjCbI|A~G|@dFrAlJdArJl@vDDxAFlD?ls@@rp@AzZ?fgB?ji@HxGXdQCLCb@@nA@`IGzHGzGCdEKAMAeDDaHLaIFsFHaB@qA?GEEAoCEkBC?PJlF?pNBtXAnCMf@AlA@lRB~NF|O?xN@vNBpm@@jMAjF@jKB~JBpUFjl@Dn[FvVFti@HbHHrBDzO?dA_B?mGEoBKeAGg@CuBAcDAGBIHcCCeBAuCAaEEoDC?mB@{@A]_@uCU{D?sCJyDA{I?cAFw@ZwA`@qAcCiA",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-02-08 10:58 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2015-02-08 11:21 AM","15.49","23.17","0.82","37.16","0.42","0","0","33","0","0","33.34454","-111.78196","5","33.29675","-111.59417","5","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@Cye@EkWCuy@CoT?}ICmOCcRCgGImA?qKAmZ?wDKmFxFFFAFEpA?`BAzDG|EEvCADBD@`HF`ACpB?nB?jBF@iAS{Cy@_LWkEW_IG_CEOEII}DQaKEiCCsIAk`@@yhB?a[?}s@?{b@AgMGoEQuEIuAJcIAcF]aGy@uH}BaPgAeISgBEyABsBXgEd@kCj@gBhAiCnAoBhAkA~AqA~CyBjEkCpGeEzDcCxAgAvAeAlBaBvD}DfIsLfJaMfDwFhAgDr@kCjDBpDExBOpQIrROp\SpUOzg@[vCCCW@{FZuaBPqt@A[Jw[Jag@D_SCaLKWSOe@EyGEeJBdJCxGDd@DRNJVB`LCfFyD@wO?Is@OUKIoE?",""
"2003 Honda Civic","323 South Ironwood Street, Gilbert, AZ 85296, USA","2015-02-07 2:57 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2015-02-07 3:28 PM","6.77","31.48","0.49","27.05","0.24","0","1","0","0","0","33.34408","-111.78147","5","33.34454","-111.78196","10","epojEzjgiTbChAa@pA[vAGv@?bA@fE?rCInCCz@?vAJzCRpBRrADbAA|CuDCkNG{EGkD?mG?eB@oLHuD@QIiB@aEBkB?qFDOHwEBgLDyD@mCDwD@S?UMO?q@?oD@?`@V?dCCjAC\MR?vDAlCEhCAjHAhHExAALFXBlACnHEtFANK`AA`DAxKGfOA~IH|OH@wDY}BSqBGwACcA?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AXcA",""
"2003 Honda Civic","323 South Ironwood Street, Gilbert, AZ 85296, USA","2015-02-07 10:40 AM","323 South Ironwood Street, Gilbert, AZ 85296, USA","2015-02-07 11:11 AM","10.26","31.16","0.58","34.58","0.29","0","0","0","0","0","33.34408","-111.78147","5","33.34408","-111.78147","5","epojEzjgiTbChAa@pA[vAGv@?bA@fE?rCInCCz@?vAJzCRpBRrADbAA|CrHFpFDjEBHLHBlD@`DFx@FjBHfKFvB?jE?f@Bj@HdAXjCv@p@LdAHj@?r@Ct@Kn@QlF_BjAMhJC~a@CbgAIjJ?bKBfLGdHApLAnE?dFAtD?pK?~IAtJ@jH?tKAbS?dI?fB?jB@xG?@xI?fA?D?E?gA?g@|EDCm@ASBUBwB@oC{EAmBByFCe@?iBAeLFiM?oN@_D?iC@WG{D?aDBmJ@wP?iGBmD?}KBaBAyC@sFAqF?oE@}a@DuJ?oA@gSBu[Bwc@Bi@@e@Hw@NoBn@kCt@kALm@@y@C{@MmEmAi@Mo@ImAAwC@_DAwHCaCImBMgHGUN{IECiX?qHD_@Pm@AIcGwFe@WcBq@cCiA",""
"2003 Honda Civic","2750 East Germann Road, Walmart Supercenter, Crossroads Towne Center, Chandler, AZ 85286, USA","2015-02-07 10:21 AM","323 South Ironwood Street, Gilbert, AZ 85296, USA","2015-02-07 10:37 AM","5.20","16.04","0.32","31.05","0.16","0","0","0","0","0","33.28114","-111.79336","5","33.34408","-111.78147","5","qdcjE~riiT?wB?eAEWOu@?{A?a@|EDAOCq@BU?g@B{D@c@WAuGBoE?aBCm@?cHBkQB_Z@WGgBAwEB}JBoX@_E@qCBmHAwD?iG?kM?_MDkH?cWBaO@}^Dmd@@gBB[BuAV}E|A_AN{@Dq@AcAIm@MoCy@{@Su@Mo@CmD?cD?oGC}AAkAEiBMoBEkECMDIHcCCeBAwIGoDC?mB@{@OaBQqAQ{BG}CDcBHkC?sCAgE?cAFw@ZwA`@qAcCiA",""
"2003 Honda Civic","1535 North Burk Street, Gilbert, AZ 85234, USA","2015-02-07 8:51 AM","2750 East Germann Road, Walmart Supercenter, Crossroads Towne Center, Chandler, AZ 85286, USA","2015-02-07 9:12 AM","9.59","21.39","0.54","33.87","0.29","0","0","0","0","0","33.37767","-111.78202","5","33.28114","-111.79336","5","kavjExogiTvb@g@rTYhUYvTMxXWpCE|Ca@fBG~AHbBRn@@vFGnLKtB?DvR@~C@pN?|GhE?jD?zEFjNFhNJpFDjEBHLHBlD@`DFx@FjBHfKFvB?jE?f@Bj@HdAXjCv@p@LdAHj@?r@Ct@Kn@QlF_BjAMhJC~a@CbgAIjJ?bKBfLGdHApLAnE?dFAtD?pK?~IAtJ@jH?tKAbS?dI?\|H\tHRxIB|ADHBDD|KBzF@xDEHCFAT?vAAtMQhIM`HSnH~BAx@AT@@k@IeCO{Ca@gJW{LIg@G}QE_LFG@EB}B@sELqITqHHmCFsBZ@|FCpA?xBA@zDJ|@D`ARvATzA@PF~@Al@CpAE`@mF@",""
"2003 Honda Civic","371 East Mesquite Street, Gilbert, AZ 85296, USA","2015-02-07 8:38 AM","1535 North Burk Street, Gilbert, AZ 85234, USA","2015-02-07 8:49 AM","2.86","11.62","0.23","27.99","0.11","0","0","0","0","0","33.34421","-111.78235","10","33.37767","-111.78202","5","qqojE~mgiTW`AM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBqBAkHEyECwGGgL?uOJuD@QIiB@aEBkB?qFDOHwEBgLDyD@mCDwD@S?UMO?q@?oD@yFFWNuA@k@@_HFqDDSQ}ONoHDgB?uAIu@KwA_@_Bs@SEMAu@e@kC{AEUQKq@QgB_@o@IeAEcE??wAAyEA{G?cPbGG",""
"2003 Honda Civic","785 South Cooper Road, Gilbert, AZ 85233, USA","2015-02-06 3:39 PM","371 East Mesquite Street, Gilbert, AZ 85296, USA","2015-02-06 3:46 PM","2.88","7.18","0.20","27.28","0.11","1","0","0","0","0","33.33601","-111.80602","5","33.34421","-111.78235","10","s{mjEvbliTErAaB?Y@AFADEB_B?W?ABIDyA?@`AuG?}YBq[DwGA}B@?_D?oGCuLCgZOku@tJ?~IH|OH@wDY}BSqBGwACcA?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmA`@aB",""
"2003 Honda Civic","900 South Gilbert Road, Gilbert Town Square, Gilbert, AZ 85296, USA","2015-02-06 3:17 PM","785 South Cooper Road, Gilbert, AZ 85233, USA","2015-02-06 3:22 PM","1.28","5.09","0.09","25.87","0.05","0","0","0","0","0","33.33386","-111.79064","5","33.33601","-111.80602","10","ynmjEpciiTZ[B@LTb@EFVLXDDJH^`@n@\x@XbAR`@FnADlAAj@EhAO@DBBJFHAHCDK@KAKEIIEo@wDG]UH_AN{@Dq@AcAIm@MkEmAu@Mo@CcH?m@?At@BvJA|AExAGzB@xPHni@@fGw@BGDAbH",""
"2003 Honda Civic","372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-02-06 3:04 PM","900 South Gilbert Road, Gilbert Town Square, Gilbert, AZ 85296, USA","2015-02-06 3:11 PM","1.27","6.58","0.14","17.88","0.08","0","0","0","0","0","33.34461","-111.78214","5","33.33386","-111.79064","5","qqojE`ngiTW~@M`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBhJBhEAn@Bv@HH@Gp@C^?RBZc@DMS?AAAE@WX",""
"2003 Honda Civic","15612-15644 East Pecos Road, Gilbert, AZ 85297, USA","2015-02-05 4:24 PM","372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-02-05 4:42 PM","6.99","18.50","0.40","32.69","0.21","0","0","0","0","0","33.2943","-111.74661","10","33.34461","-111.78214","5","ixejElo`iTsAbAeA|@y@|@eAzAq@|Ac@xAMh@w@OgAa@s@g@i@s@[o@Og@_AgGSsAOk@a@gAi@y@q@o@i@a@mDsCeAi@wBy@iAWk@GsDWmCBqG`A_ANyAHk@AAqCMCmAAcA@S}C]@\AR|CbAAlA@LB@pCgCA{D@?`A@|NBlO@~N?~NB`LJdo@Dj\?~G@pFTt{@FvH@hLBdH@dI?`C?rCaA@mB@oF?gJ@{ZBoA@uH@aU@{KBuc@@uDB}AXmEtAm@NkALm@@y@C{@MyAa@sBk@i@Mo@ImAAkG?kGCkCA_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AJ_@",""
"2003 Honda Civic","2887 South Market Street, Gilbert, AZ 85295, USA","2015-02-05 4:20 PM","15612-15644 East Pecos Road, Gilbert, AZ 85297, USA","2015-02-05 4:22 PM","0.18","1.97","0.02","19.05","0.00","0","0","0","0","0","33.29614","-111.74499","5","33.2943","-111.74661","10","wafjErb`iT|AnBW^o@|@hBvBYJQLi@x@l@x@z@fARVrBcBhA}@x@u@rA{AdAiBj@kAHY[OKXo@|Ao@bA{@hA_@b@}AnA",""
"2003 Honda Civic","2162 East Williams Field Road, SanTan Village, Gilbert, AZ 85295, USA","2015-02-05 4:00 PM","2887 South Market Street, Gilbert, AZ 85295, USA","2015-02-05 4:07 PM","1.08","6.61","0.08","24.93","0.05","0","0","0","0","0","33.3095","-111.74353","5","33.29614","-111.74499","5","yxhjEp|_iT?dF@pC?fA?j@gC@A`EtD?tD?xI?tFAtI?nJ?hAGlAQrA]tB{@jAs@fA_Az@aAnAkBdCoFtAfAn@h@dArAzCwDvBjC",""
"2003 Honda Civic","714 South Val Vista Drive, Silverstone Plaza, Gilbert, AZ 85296, USA","2015-02-05 2:40 PM","2162 East Williams Field Road, SanTan Village, Gilbert, AZ 85295, USA","2015-02-05 2:50 PM","3.28","9.53","0.21","28.93","0.11","0","0","0","0","0","33.33738","-111.75706","5","33.3095","-111.74353","5","_enjElnbiTIGEwDzH?^?@_@AaECeICio@CiY?yIAgAAmC~AP|@Hh@Dz@?PKvM?nE?fB?HHxB@|E?tGDzALpAVn@VbAh@n@d@p@n@h@r@n@fAXp@|@dCRd@b@~@\j@`@h@tAtAbAl@|An@hAV~@JjABx@?hOAjI?z@@t@H~@Ln@P`@JjAd@x@b@j@b@hA`AvG`IxArA|@n@fAj@f@R~@VrAXbBN@aEfCA?k@?gAAqC?eF",""
"2003 Honda Civic","372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-02-05 2:26 PM","714 South Val Vista Drive, Silverstone Plaza, Gilbert, AZ 85296, USA","2015-02-05 2:35 PM","3.09","8.90","0.17","33.87","0.08","0","0","0","0","0","33.34461","-111.78214","5","33.33738","-111.75706","5","qqojE`ngiTW~@M`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@Cye@@_@a@?iDAoCAAb@DvDHF",""
"2003 Honda Civic","Phoenix Sky Harbor International Airport, 4-7 East Sky Harbor Boulevard, Phoenix, AZ 85034, USA","2015-02-05 11:18 AM","372 East Mesquite Street, Gilbert, AZ 85296, USA","2015-02-05 11:44 AM","18.88","26.43","0.86","42.34","0.45","0","0","393","0","0","33.43601","-111.99677","65","33.34461","-111.78214","65","enakExjqjT?yCBiBAyP?sM?qLC}AEq@Iw@Kk@iB_GsAmEKq@Eo@?q@Fm@Jm@FWPSTg@lAaCTe@Pk@X{AH_BIqDB{@Tq@LSPQl@WfE}@vB]JIRArBSlCWFATMl@CzGW`La@lCCfC@tUHrJFdTHhIJpKHzM?|DBRBH@t@BrC?^Fd@RVRNRRl@Bb@C\I^S^YP[HQASC_@UWa@IYEa@Aq@B{@FiATsCn@cFr@oDr@oC|@oCfAoCfA}B|DcH@QACt@w@v@y@vAuAfCqBrDyBvAs@pCeAzBq@fCe@fBWrDWbCG~QJ~HJPNNF`AHxGb@vAR|@TpAb@jCpAzB~@`@Np@Lr@Hh@BhAAnAS`AYlAo@n@g@^a@l@y@h@aAb@qA`@mBRcC^qI|@sMLwBL}AJ_A@ILiAj@kDJc@rAwFx@{Cn@iCr@}EXsCHwAF}C?iT?sMCgX?wO@yJAk_@?}UEcWI_c@KegAGkkBAmJCeZK_`B?aFBcVEkp@Eoe@IcWU{m@A}v@Eor@Aqu@EiVJGDGBMPgI`@gNBqAjBArCAz@?bBDv@Hx@R|Af@l@X~Az@zBnAlBl@t@R`AP|@DtDALMtCArG?pNGbREtl@OvTCnj@G`NE~C?d@??_D?oGCuLCgZOku@tJ?~IH|OH@wDY}BSqBGwACcA?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmA`@_B",""
