"Vehicle","Start Location Name","Start Time","End Location Name","End Time","Distance (mi)","Duration (min)","Fuel Cost (USD)","Average MPG","Fuel Volume (gal)","Hard Accelerations","Hard Brakes","Duration Over 70 mph (secs)","Duration Over 75 mph (secs)","Duration Over 80 mph (secs)","Start Location Lat","Start Location Lon","Start Location Accuracy (meters)","End Location Lat","End Location Lon","End Location Accuracy (meters)","Path","Tags"
"2003 Honda Civic","1455 East Warner Road, Gilbert, AZ 85296, USA","2013-12-27 3:43 PM","2080 East Williams Field Road, SanTan Village, Gilbert, AZ 85295, USA","2013-12-27 3:52 PM","3.32","9.53","0.35","29.87","0.11","0","0","0","0","0","33.3356","-111.75808","5","33.30784","-111.74423","5","szmjE~vbiT?sTCeICio@CiY?yIAgAAmC~AP|@Hh@Dz@?PKvM?~K?bE?bA@HHPBdC?dB@zALpAVn@VbAh@n@d@p@n@h@r@n@fAXp@|@dCRd@b@~@\j@`@h@tAtAbAl@|An@hAV~@JjABx@?hOAjI?z@@t@H~@Ln@P`@JjAd@x@b@j@b@hA`AvG`IxArA|@n@fAj@f@R~@VrAXbBNtD?tD?xI?`@A?e@AqD?{DAuEsBDYHsA@",""
"2003 Honda Civic","372 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-27 3:10 PM","1395 East Warner Road, Gilbert, AZ 85296, USA","2013-12-27 3:18 PM","3.00","7.88","0.37","25.17","0.11","1","0","0","0","0","33.34461","-111.78214","5","33.33437","-111.75874","30","qqojE`ngiTW~@M`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@?oFAoClAEtBwDDM?w@",""
"2003 Honda Civic","4077-4585 South Arizona Mills Circle, Tempe, AZ 85282, USA","2013-12-26 4:51 PM","372 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-26 5:14 PM","14.52","23.47","1.16","38.58","0.37","1","1","6","0","0","33.38434","-111.96176","30","33.34461","-111.78214","5","ckwjE`pjjTs@A@aDoBE{AAgFAdD{TNeAPwAE_A^gCLcATgDF}C?kG?yRAuWAqJ?oL@sIAq]?cQEc`@Iya@CmQGmk@Caq@CihAAaGM{}AAam@BmWEka@Ece@G_RW_u@Aiq@CgZ?i[AmKAoi@Kst@K}x@GqQHAFCDOf@aWHoD@[R?xGClD?zN@vJBjEEfBL|AZbA\TE`E`CL\\RrAh@n@TvATxBJtTOdFGPMxHIbEEtAAXLvFCV??c@A{C?u@K_@Ao@?gEAwCCwU?eDfHEnJGhWUpCE|Ca@fBG~AHbBRn@@vFGvEClIGFvW@pN?|GhE?jD?zEFjNFtDB@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AJ_@",""
"2003 Honda Civic","2110 West Ikea Way, Tempe, AZ 85284, USA","2013-12-26 3:01 PM","4077-4585 South Arizona Mills Circle, Tempe, AZ 85282, USA","2013-12-26 3:14 PM","4.48","12.49","0.48","32.69","0.16","2","0","0","0","0","33.34065","-111.97018","5","33.38434","-111.96176","30","{wnjE|cljTAmA@aAPa@bBdAb@NPy@z@JdCAtAAn@Kt@YVQd@e@^q@\eATiARs@n@mAf@i@l@a@`@S^Kz@KpDA@rFKNA`AXvRyIl@}G`@gHT_BDIBSHcHBqB?}H?yKIqGOyEQ_FWuIk@kFc@_Ea@gIeAgFs@}Ey@_QwCcEo@kG{@gKiAgJy@eEWkG[eFScKS_MGWUsLk@_EQyBEwD?AiBGwF@uCEcC@kE[?y@CeAWUI}@m@yAsAmB}Ay@w@_Aq@[Ok@Uq@Ma@CkJOuA?oBAW?C`DlA@",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-26 1:46 PM","2110 West Ikea Way, Tempe, AZ 85284, USA","2013-12-26 2:10 PM","11.82","24.87","1.05","34.58","0.34","2","1","0","0","0","33.34454","-111.78196","5","33.34065","-111.97018","5","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFB@rH@xBEjBIxCFbh@@`O@dRFvXBpJEz@[rBy@|BmCdGa@bA_@~AW|AKtACnB@pAH|AT`BNt@V`AlC|G~AbELf@VxAHrAD|TLhmA?nBBFFJ?dAEJCd@@fT@jYFZ?~BB|C?fJ?vK?nB?hBGT?hDA`E@nG?vEArL@bC?xBB^BJ@`@?\Ax_@Grj@?l@EHEJAjDAvEDhFB^NZRxc@H`PHlO?vBOXCrACvBElB@~FJbKNrERbA?l@@bA?zABnC?bGH~UHx]DpNAfNIzj@BzYDng@Bbn@Bpe@BlRBrc@Bp`@Dp\?nN@fD_D@q@D{@PcAl@e@^o@dAWl@UhAYfA[r@c@n@_@Zc@Tw@Ra@DoB?aA@}@C]GOx@QEk@WiAw@Q`@?hB?d@",""
"2003 Honda Civic","1845 East Baseline Road, Township Plaza, Gilbert, AZ 85233, USA","2013-12-26 11:06 AM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-26 11:14 AM","2.98","7.95","0.27","33.40","0.08","0","0","0","0","0","33.37726","-111.7916","5","33.34454","-111.78196","10","}_vjEnhiiTCiIIcA?}BR_B|AZbA\TE`E`CL\\RrAh@n@TvATxBJtTOdFGPMxHIbEEtAAXLvFCxEENA\M~CAxDEnJChMGNF~@@|GGxGAR?NKtDAnLIlOAvGFdOHpB@?mB@{@OaBQqAQ{BG}CLcDk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
"2003 Honda Civic","1100-1198 East Willetta Street, Phoenix, AZ 85006, USA","2013-12-26 10:28 AM","1845 East Baseline Road, Township Plaza, Gilbert, AZ 85233, USA","2013-12-26 10:54 AM","20.55","25.43","1.73","36.93","0.55","0","0","54","0","0","33.46366","-112.05681","10","33.37726","-111.7916","5","yzfkE`b}jT@wAgB@yCCaDAAcLEsZ@kLAsRAmWAwBHO@G?wBJsADOPSRMd@CHABADAb@@bA@XAlAOdD_@zAKRGV?hABh@BvADn@DrBBj@Cx@Iz@OVIdAYzBg@~B_@|BU^IZMlFDtD@xE?|NDbAD|L?dIBhAC~IAtFD~HE`F?zDDzELjFX~CJbB@^?hHCxJCpJAdCE|BE|@IfAS`@KzAq@|AcAd@a@Za@d@w@z@aB\eA\yAPiAPqB\uFZuE`@mGRgCTmBh@aDh@iC|@cDbAcDxAoDjC{FpBoD~AaCjBgClB}B~@cAxBsB`KmI|E_EtJuHbCoBhDyCpBsBtAeBrAoB|@{A~@oB`ByDX{@N_@hA_E`@iBr@gE`@mDRgCL_EDsF?sCOep@?e]Gos@?_HByJLqDHiA^}Dt@cF|@wDp@}BhA}CdBuDP]fCaExBgCv@y@vAuAfCqBrDyBbAg@dDqAzBq@fCe@fBWrDWzBGjOHfA@HHFB|EJ~CLrIj@bBXx@VlAd@`EnBpAd@nARj@Fx@?hAIjAWjAe@z@k@XWz@cAj@_A`@cARo@X}ATyCf@_Kj@iIVuD?WXoCNuAp@}DZsAhCaKd@oB`@wCZuCT_EDuDAsF?cW?wJCeH?sN@wPAo`@@qQOel@MiwACmn@C}dACaWKsoAAe_@BcVEkp@Eoe@IcWU{m@Agt@Cau@AkQAcb@Iwb@AmRI{q@EmOCqFBAF?DCBGB[n@k[@m@zDAxMA~K@|F@~AAlCAl@Dr@FSrAATBfCF\?|@B|G",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-26 8:37 AM","1100-1198 East Willetta Street, Phoenix, AZ 85006, USA","2013-12-26 9:13 AM","23.38","35.54","1.87","38.81","0.61","2","0","16","0","0","33.34454","-111.78196","5","33.46366","-112.05681","10","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBqBAkHEyECwGGgL?uOJuD@QIiB@aEBkB?qFDOHwEBgLDyD@mCDwD@S?UMO?q@?oD@yFFWNuA@k@@_HFqDDSQ}ONoHDgB?uAIu@KwA_@_Bs@SEMAqCeBo@[COEISIsCo@_BM_IAmK?yKBeNKgB?]As@??l@HjCT`H\~IH`G@r@@@LJDjQ?fAFnWHvZ?`O@ff@H~r@AtR@td@Blr@Jb\HxVZvw@@pqA@rXNh{A@fO@h`@ElQ?tc@Dda@LfjADbr@@jZDpPBpWAfPA|i@CxDIfBSnCY`C[dB]`BaBrGeBdHm@xDKx@]|CqA~OW|B_@`Bk@zAu@hAu@z@w@j@u@`@y@X{AXwBFi@HiHIM?sCC_ZUsLIyC@sBFaDXy@JoB`@}Cr@_DjA_CfAcDpBoBvAeAz@_CdC_CvCuAzBS\QXuApC{AxDi@jBiArEq@jDc@nDMpAOzBCVG`AIrGApN@bEDtK?bYAfL@`M@jF?hHFbODbS@vMIjEOxCWnCOnAs@fE_A`EoA~D_A`CsArCeBtC_BxBe@j@sBzBqDzCuTfQwHfGuCfCqCrCuBdC_C`DsBfDaBxCu@~Aw@dBqBpFcBtFw@dDBb@GX}@dHMzA_BtVS`Bc@pBWr@e@~@KRg@x@k@p@_@ZMHiAp@oA`@sAVeBL}RFyHF{K@kFOoJe@oECaBC_M?aFAQ@SRUF_BFgDDgB@i@@oD?u@AiNC_HA_BIwB[_@I}Aa@uAYcAI{@CyCB{IF}DCiAEcCE{A@wANw@Lq@NmAb@KCKDyBz@WHk@N[FaAFsACuAGwAEi@@cCTQJo@Zi@f@a@@@Z?NBhF@vALb@D~g@?|`@BjU@rClB@dB?nE@AvA",""
"2003 Honda Civic","2750 East Germann Road, Walmart Supercenter, Chandler, AZ 85286, USA","2013-12-24 7:44 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-24 7:55 PM","5.07","11.30","0.49","31.99","0.16","1","0","0","0","0","33.28089","-111.79322","10","33.34454","-111.78196","5","qdcjErriiT?kB?eAEWOu@?eDAiG`FC@c@WAuGBoE?qACm@?aD?qLDgR@_K?cD@WGgBAwEBaD@wP@gOB}GBiKAkE@}F?gECcJDmJ?gUBu`@Ds\B_U@aJBmANc@J{DnAa@L_AN{@Dq@AcAIm@MkEmAu@Mo@CcH?{KEoBKeAGg@CuBAcDAGBIHcCCeBAuCAaEEoDC?mB@{@A]_@uCU{D?sCHmBk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-24 7:22 PM","2750 East Germann Road, Walmart Supercenter, Chandler, AZ 85286, USA","2013-12-24 7:32 PM","5.00","9.52","0.47","32.93","0.16","1","0","0","0","0","33.34454","-111.78196","5","33.28089","-111.79322","10","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBhJBhEAn@BtAPrEpA`AL|@Br@Ab@Ev@QvFaBlAS`@CbI?rPAh]Cv`@CvWAlICfLDrHEjJC|J?rH?lB?nGA~LCbG?dW@hIAvJ?~P@nFAbBB|FC@`F?`D?n@Hd@Jb@?b@?bC?J",""
"2003 Honda Civic","15733-15849 South Higley Road, Gilbert, AZ 85295, USA","2013-12-24 6:25 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-24 6:46 PM","10.97","21.18","0.99","34.58","0.32","1","0","0","0","0","33.30564","-111.72106","5","33.34454","-111.78196","5","g_hjEvo{hTw[HqB?w@OgGBmO@e[DiP?sOFQBaB?oAAmAAkDDoA@_D?[CaA@I@MJeOD}ED}GH}FE}AAJpF?`B?tO@~T?bCIXEV?bBDxVF|^@rL?hPBnt@BjECnHB~GBrM@vSHlm@Bb[FbYDjXBvOJ|DFfBBfP?RQ?_FCkCA_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AXcA",""
"2003 Honda Civic","null","2013-12-24 1:02 PM","null","2013-12-24 1:09 PM","3.55","6.92","0.31","35.28","0.11","0","0","0","0","0","33.30564","-111.72106","5","33.33584","-111.7222","65","null",""
"2003 Honda Civic","4770 East Ray Road, Gilbert Gateway Towne Center, Gilbert, AZ 85296, USA","2013-12-24 12:30 PM","15733-15849 South Higley Road, Gilbert, AZ 85295, USA","2013-12-24 12:42 PM","3.31","11.88","0.31","32.93","0.11","0","0","0","0","0","33.3221","-111.68764","5","33.30564","-111.72106","5","afkjEdauhTfAA?zABdCFvLBhJ@xMFnj@@lC?jDJ\@|E@pBBfEA~DARAbAA|C?tCArIHpj@?lPtF?jGCxEAn^IrI?v@OpB?nKAhME|@A",""
"2003 Honda Civic","East Baars Avenue, Gilbert, AZ 85297, USA","2013-12-24 12:20 PM","4770 East Ray Road, Gilbert Gateway Towne Center, Gilbert, AZ 85296, USA","2013-12-24 12:30 PM","3.57","9.37","0.31","35.99","0.11","0","0","0","0","0","33.28017","-111.69019","5","33.3221","-111.68764","5","a`cjEtnuhTAo@CGGEyD@AoACQICy@?}DD_A?E{KA_EAa@a@?kDBuDBmEDiH@gGDy@?}ER_BTg@?aKF{_@NqKDqFDmAJo@N}@Z_@P{@h@gBfBsBtB_Ar@mAj@q@Ru@Ny@DaA@eAGaBYmDu@gD}@yC_A}By@{EkBiA_@a@M}@QwAQeBC}@?aCBkKF_RH}GFqJB]@?bB@nBgA@",""
"2003 Honda Civic","2750 East Germann Road, Walmart Supercenter, Chandler, AZ 85286, USA","2013-12-24 11:46 AM","East Baars Avenue, Gilbert, AZ 85297, USA","2013-12-24 12:06 PM","6.57","20.40","0.71","28.70","0.24","2","2","0","0","0","33.28074","-111.79315","5","33.28017","-111.69019","5","sccjEpqiiT]??c@?iA?c@Kc@Ie@?o@?aDAaFlGAlGAlE@GeIC_KGaJOg[IyQA}LAmDAUESAkD?i@B}JCyVEiLEmD?gADS?eCAcMCgMCK@qEC_K?eLBO?iR@kZ?CCgXByXAyJD_LBSBsJCcHAkNAwN@eZAqRAsSA}TAiCMSEcDHEBE@OQoXE_JKwESsBi@iDa@aBmAoDc@cBYqA_@qDGmCBuCNgC`@yCbAgEr@wCL}@PwABS_@EyDk@gKyAJo@@cAtDEHCBI@o@",""
"2003 Honda Civic","12285 South Gilbert Road, Gilbert, AZ 85296, USA","2013-12-24 11:11 AM","2750 East Germann Road, Walmart Supercenter, Chandler, AZ 85286, USA","2013-12-24 11:20 AM","4.30","9.48","0.39","33.87","0.13","0","0","0","0","0","33.33594","-111.78985","10","33.28074","-111.79315","5","q|mjEt}hiTmGEO??^dA@fDB~D@nGAn@Bv@H|Cz@rA\`ALrAB`AGv@QrDgA`Bc@pAMdS?p\CjeAGzECzFBjD@tCA|KGlE?lLAnG@`KC|JA~M?jKB~QEtS@`H?z@?nBBhME@zDDf@Fh@Bl@Jn@PpALbAF~@Al@Ab@yEA",""
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2013-12-23 9:21 PM","12285 South Gilbert Road, Gilbert, AZ 85296, USA","2013-12-23 9:51 PM","15.66","29.39","1.50","32.69","0.48","0","0","0","0","0","33.29642","-111.59266","5","33.33594","-111.78985","10","sefjEzlbhTfPExGDd@DRNJVB`LMfm@Opi@@ZQpt@[taBAzFBV`E?x^CpF?AlFOfn@Q|u@M|iAEf^ElIElAYfC_@dB{@`C_FnL}FhNa@fA]jA[dBQfBCb@EdG@bIBfEFhFJbH\rJBbCAvDQzDYtCWbBo@zCu@vCgH~QwG`Qm@`COlAEz@AlB?nCDpSFn_@Jxu@?hIDzERnO@jKDzUFlh@JbZAbCGxBS`CYlBMr@e@~Ac@jAs@rAaAtAqArAsAdAUA_@JaAh@KBc@DaAsAh@y@PMXKYJQLi@x@_BnBIRm@d@[N[FyBt@y@^aA}GWwAi@yA{@iAiAiA[UQ\o@bAo@t@a@`@a@^aBbAoAj@uA`@aAPaAHqABuK@wM?a@A?h@@rGBfP@zYDp]Hta@Bv[BrMRrt@FvH@hLBdH@fM?rCaA@mB@qN@kRBuJ?oA@gSBsN@ef@BsI@i@@e@Hw@NoBn@kCt@kALm@@y@C{@MmEmAi@Mo@ImAAwC@_DAmA?",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-23 10:21 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2013-12-23 10:47 AM","15.99","25.88","1.52","33.17","0.48","0","0","0","0","0","33.34454","-111.78196","5","33.29642","-111.59266","5","qqojE`ngiTW~@M`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFBZ??a@CcNAoBMwDEkHEoc@EqRAyNEa`@Iwb@Cye@EkWCuy@CoT?}ICmOCcRCgGImA?qKAmZ?wDKuFbFFnC?bDCjFI~OEx@ALFLBvA@zE?@aAS{Cy@_LWkEW_IG_CEOEII}DQaKEiCCsIAk`@@yhB?a[?}s@?{b@AgMGoEQuEOeCi@mHa@sDDU?Iu@iFoC_QkAeI[mEc@}Ef@?hEAvKMdRKlEEByDAoGEc@A}FCmO@uJJwj@@oKnC?lFA~KBtUGpDExBOpQIrROp\SpUOzg@[vCCCW@{FZuaBPqt@A[Jw[Jag@D_SCaLKWSOe@EyGEgPD",""
"2003 Honda Civic","6550 South Mountain Road, Mesa, AZ 85212, USA","2013-12-22 9:57 PM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-22 10:22 PM","16.04","25.46","1.53","32.69","0.50","1","0","0","0","0","33.29675","-111.59417","5","33.34454","-111.78196","5","sgfjE``chTnE?JHNTHr@vO?xDABgFCaLKWSOe@EyGE_SF~RGxGDd@DRNJVB`LMfm@Opi@@ZQpt@[taBAzFmg@X}j@\}OH}]TuIA}TIcEB{H`@eE?wA?aB?@^AnKGp[EzYDjWGj@GnFA|D[?{DBgLJmID}FCmACsC@yD?cCCDf@Fh@X|Av@~CVv@|BjF|A`Ed@rApA|Eb@tBR^fA~Gv@vGp@|IFz@J~BLlF@fC?vh@@dy@A~Y?bmCDtJ\bTE\Ah@CvTGzGEfEEAMAcA?QDKHy@@{G@sJF_HHkEAgDEJtF?pNBtXAnCMf@AlA@lRB~NF|O?xN@vNBpm@@jMAjF@jKB~JBpUFjl@Dn[FvVFti@HbHHrBDzO?dA_B?mGEoBKeAGg@CuBAcDAGBIHcCCeBAuCAaEEoDC?mB@{@A]_@uCU{D?sCHmBk@AWEuBm@d@gC@]AgHBk@LaAd@cB",""
"2003 Honda Civic","364 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-22 10:51 AM","6550 South Mountain Road, Mesa, AZ 85212, USA","2013-12-22 11:17 AM","16.00","26.28","1.57","31.75","0.50","1","1","0","0","0","33.34468","-111.78232","10","33.29675","-111.59417","5","_rojEbogiTS|@GlA@tHIp@]dBhBj@VDXB\?GbACz@?vAJzCRpBRrADbAA|CrHFpFDjEBHLHBlD@`DFx@FjBHtDBpEBCoQQiGCqHEef@GkP?mMKik@CiYA}O?kSEaL?oLG_y@AkRCuM@gICuDCwQCaEGk@?cC?eDAyO?uO?aBKqF|A@jBBpC@|GI|EEdOETHJ@jC@hB?v@?@YEkAQmCu@oK]kGWcJE_@GO]yQEaFAeMAgY@ciB?{Z?cy@?yg@CsEOwFc@gIQwBm@aGDYCUgAoHuC}Qq@{E}@aLtFAjPQfSMR?@U?iLAKCa@?_BEcP@aRLgm@?{E`B@|@A|R@tUGpDExBO`HE~JE~RObf@Yr_@WbVOAuBl@e|CA[H{YBuDJ_p@BuRGc@OQSI_ACsKAcIBbICrK@~@BRHNPFb@CtRgJBiJAC_@K_@MOGCgB?gB?",""
"2003 Honda Civic","Chandler Village Drive South, Chandler, AZ 85226, USA","2013-12-21 6:00 PM","364 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-21 6:24 PM","12.21","24.08","1.18","31.99","0.37","3","0","18","0","0","33.30113","-111.90219","5","33.34468","-111.78232","10","acgjEt{~iToL@[Bw@N]Je@TGc@Ac@BQNc@Va@VT`@RRFj@HpB?zBAzF?l@?f@GjAWb@Ub@[nA_An@i@l@m@d@t@j@z@NPJSf@}@^eAViAB_@H}@@eAA{DCqAB}@KwAMw@Qs@m@_Ba@iAUuAGiB|GClAGvASvAc@|@a@fBgAj@a@dAk@j@W`Bk@lBq@x@UlDoABAz@U@WDsAJyCb@gFb@eEh@gEp@_DT{@Nk@BMDe@`@kAd@oAfAgC`BsDbA}Bt@oBzA}Ej@uBz@qEh@sDVeCVkDNgDFyKGobBGqu@Ccu@Ao@@sDJ_DHaBX_Df@eEXiB|A_Hl@qBjAiDdBeE~BiFx@sB\cAx@iC|@gDz@eEj@eE\{CR_DLeCHwFOsq@Wkx@WcaAHM@{EBgDPuHZaLF{B?e@eACM?W?iBAeLFiM?oN@_D?iC@WG{D?aDBmJ@wP?iGBmD?}KBaBAyC@sFAqF?oE@}a@DuJ?oA@gSBu[Bwc@Bi@@e@Hw@NoBn@kCt@kALm@@y@C{@MmEmAi@Mo@ImAAwC@_DAwHCaCImBMgHGUN{IEuKK@wDY}BSqBGwACcA?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAR}@",""
"2003 Honda Civic","237-299 South Hamilton Street, Chandler, AZ 85225, USA","2013-12-21 4:26 PM","Chandler Village Drive South, Chandler, AZ 85226, USA","2013-12-21 4:41 PM","4.63","15.37","0.54","26.58","0.18","0","0","0","0","0","33.29999","-111.83284","30","33.30113","-111.90219","5","}{fjEjjqiT`C@rA??{E?kGe@AcA@bAAd@@?jG?xH?hE@zL@|LBhXFzl@F`n@IV?X@zD@nE?fAHJ@lPBnNDp[@jN@nE?|BG^Af@DdIDfGFLAx@AdB?lFAf\BdTBjL@bE@nAMt@DbEFfGBtAHzEBl@N`ARx@n@dBTp@Lh@P`BF~JExAIr@Sz@[bAe@x@e@n@e@d@e@\e@Ve@PaAPg@DkG@",""
"2003 Honda Civic","637 West Bradford Court, Gilbert, AZ 85233, USA","2013-12-21 12:36 PM","237-299 South Hamilton Street, Chandler, AZ 85225, USA","2013-12-21 12:46 PM","3.84","9.94","0.40","29.64","0.13","0","0","0","0","0","33.3297","-111.80426","5","33.29999","-111.83284","30","culjEvxkiTZMb@IP?jC?@dK?bCp@?`@?JDFBB@hHAtK?~I?zBBzF?`IDvLCrU?zS@pQBpB?@lF@xDBtGLzd@L`]BdI@hFx@?lFB\K~@?tEBrE@JHf@?`LDrDDBnc@@`I?zEsA?aCA",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-21 12:20 PM","637 West Bradford Court, Gilbert, AZ 85233, USA","2013-12-21 12:31 PM","2.46","11.22","0.39","19.76","0.13","0","0","0","0","0","33.34454","-111.78196","5","33.3297","-111.80426","5","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFB@rH@xBEjBIxCFbh@@`OvN?jF?@tNfC?d@ATEZKjE{B",""
"2003 Honda Civic","9111 South Roberts Road, Tempe, AZ 85284, USA","2013-12-20 1:07 AM","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-20 1:29 AM","12.09","22.53","1.09","34.58","0.34","0","0","0","0","0","33.33064","-111.95655","5","33.34454","-111.78196","5","k|ljEnoijTCqFJSdECrB?JP?|L?bCAHGDcC??`@EBIHANFJJD@dV@lCaE?sBAyGAyE?gC@AoDA_AAsSCq`@Csc@CmRCqe@Ccn@Eog@C{YH{j@@gNEqNIy]I_V?cGCoCA_D?m@FeAA{DE_HAsB?uACeK?cBM[CiHEsGI_PQy_@AgEFOBOCoHAgIGYGM?m@BwLB{\@y_@?]Aa@DEBIBO?{BBaE?yHCyJC}OIW?iB?oB?wK?gJC}C?_CJ[?kI?gN?yGCoH?mCIY?eADK@G@g@Goa@G_q@CoN?yAGcAOiAS{@q@kBiDkIWy@W}@UqASmBEyBBiBDq@J_ARkAj@sBlEiK\yANmABoACyKBsJCqGEu^Isg@?iFDkBDwA@gBAmLwKE_CQkBEqFEMBMJkECqFEsHG@}CEcASsASqBK{C?wAB{@FcA]?YCWEiBk@\eBHq@AuHFmAT_AXcA",""
"2003 Honda Civic","4024 South Allred Drive, Tempe, AZ 85282, USA","2013-12-19 9:13 PM","9111 South Roberts Road, Tempe, AZ 85284, USA","2013-12-19 9:25 PM","9.86","12.80","0.78","39.52","0.24","0","0","4","0","0","33.38727","-111.88512","5","33.33064","-111.95655","5","q}wjEjo{iTcBF?PZbEv@pJ@f@G|@Q|@[t@e@p@[Xm@^m@Pe@FRbCmANkCVmAJoBD{FIkEGg@??jA?B?F?b@?pA?pNLZ?lL?zY?rS?lNAxKBtC~C@fE@jH@hKBpBAVJvCDp@rVJlF@fAHVFVDd]DxZB~W@bY@jZDpPBpWAfPA|i@CxDIfBSnCY`C[dB]`BaBrGgAhE@P?Ng@~CWdCk@|GcBlSChA?\D~@RnAJ`@Tj@Xf@TZl@l@XRl@X|@VpAHnG@d@BbG?tF@|AFZG`@?rED`FB|RKZADEFIxG@`K?nGB`MVzGXtIf@zDZtIx@rGv@hGz@~U~DvO`CjJdA|CXzHn@xDTfNh@dKRjDBpL?vOARHHBvBBnGRtAFvCP~El@Z??oB?A?u@?G@uBEqBGgDMgF@eBA_@Ce@I[AmAAmI?sD?iE?qB?m@fCA~A?xB?xG@rB@`E?AmC?_G@eNDCBCBOCMIGCAAa@bC?FE@I?cC?}LKQsB?eEBKRBpF",""
"2003 Honda Civic","Mesa, AZ, USA","2013-12-19 7:59 PM","1116 South Dobson Road, Dobson Square, Mesa, AZ 85202, USA","2013-12-19 8:08 PM","3.38","8.56","0.34","30.81","0.11","0","0","0","0","0","33.37932","-111.83725","5","33.39443","-111.87558","5","okvjExeriT?r@T?@kAz@@@`G?lIyBBI@IBEFOj@_A[_ASm@KsAKoEA_MGwHAoACqABCl@NtDPfE`@zKHnETtA`@j`AB`e@?hd@Sl@CJEvBe@vVOnH?ZcB?gA@WRgD@mECgF?uD?_MCwE??`A`@??~B",""
"2003 Honda Civic","884 South Cooper Road, Bayshore Plaza, Gilbert, AZ 85233, USA","2013-12-19 7:21 PM","Mesa, AZ, USA","2013-12-19 7:34 PM","5.37","12.70","0.53","31.05","0.18","0","0","0","0","0","33.33601","-111.80873","10","33.37932","-111.83725","5","e|mjEvrliTr@nAb@CFzNClAOjAe@jBkDbIWn@Y|@_@bBMt@El@IhB?rBD~@RnBf@fC\bAlDtIr@tBNl@LdAF~@@zE@pEDx`@Hvw@JP?dAEFAHAzA?tF?tBqB?_C?cL@cV?sGBkN?{E@[Ni@AeDA_A?gA?gEAmKFuJ@sM?q@?MKCAmA?ON]@_D?gOB{U@sYb@yc@n@OKQ?yFHkAAiAIoAUq@ScBs@uCeBq@a@CqJAiH?}B[??J{@A?jAW??s@",""
"2003 Honda Civic","380 East Mesquite Street, Gilbert, AZ 85296, USA","2013-12-19 5:32 PM","884 South Cooper Road, Bayshore Plaza, Gilbert, AZ 85233, USA","2013-12-19 5:40 PM","2.27","7.21","0.26","26.58","0.08","0","0","0","0","0","33.34454","-111.78196","10","33.33601","-111.80873","10","cqojE|lgiTe@bBM`ACj@@fHA\e@fCtBl@VDj@@MbDF|CPzBPpAN`BAz@?lBnDB`EDtC@dB@bCBFHBDD?bDBrDHnCNhCBpFB@rH@xBEjBIxCFbh@@`O@dRBhL?bB@|Bc@Bs@oA",""
